p1,p2,p3,average I
0.7000000000000001,0.5,0.9500000000000001,0.4157796
0.75,0.5,0.0,0.0
0.75,0.5,0.05,0.0
0.75,0.5,0.1,0.0752964
0.75,0.5,0.15000000000000002,0.124472
0.75,0.5,0.2,0.16985920000000002
0.75,0.5,0.25,0.20808000000000001
0.75,0.5,0.30000000000000004,0.2413736
0.75,0.5,0.35000000000000003,0.26766480000000004
0.75,0.5,0.4,0.2934136
0.75,0.5,0.45,0.31412640000000003
0.75,0.5,0.5,0.3326848
0.75,0.5,0.55,0.3478256
0.75,0.5,0.6000000000000001,0.362874
0.75,0.5,0.65,0.3752884
0.75,0.5,0.7000000000000001,0.387196
0.75,0.5,0.75,0.3957652
0.75,0.5,0.8,0.4055812
0.75,0.5,0.8500000000000001,0.4145356
0.75,0.5,0.9,0.42302
0.75,0.5,0.9500000000000001,0.4291532
0.8,0.5,0.0,0.0
0.8,0.5,0.05,0.0
0.8,0.5,0.1,0.0788952
0.8,0.5,0.15000000000000002,0.1313268
0.8,0.5,0.2,0.175824
0.8,0.5,0.25,0.215018
0.8,0.5,0.30000000000000004,0.24801840000000003
0.8,0.5,0.35000000000000003,0.2772788
0.8,0.5,0.4,0.3022076
0.8,0.5,0.45,0.3238808
0.8,0.5,0.5,0.342138
0.8,0.5,0.55,0.358654
0.8,0.5,0.6000000000000001,0.3722888
0.8,0.5,0.65,0.3845272
0.8,0.5,0.7000000000000001,0.39714119999999997
0.8,0.5,0.75,0.4071124
0.8,0.5,0.8,0.41658280000000003
0.8,0.5,0.8500000000000001,0.4257944
0.8,0.5,0.9,0.43357399999999996
0.8,0.5,0.9500000000000001,0.44118999999999997
0.8500000000000001,0.5,0.0,0.0
0.8500000000000001,0.5,0.05,0.0
0.8500000000000001,0.5,0.1,0.083438
0.8500000000000001,0.5,0.15000000000000002,0.1344896
0.8500000000000001,0.5,0.2,0.181454
0.8500000000000001,0.5,0.25,0.22076880000000002
0.8500000000000001,0.5,0.30000000000000004,0.2547444
0.8500000000000001,0.5,0.35000000000000003,0.2846836
0.8500000000000001,0.5,0.4,0.3087924
0.8500000000000001,0.5,0.45,0.3317232
0.8500000000000001,0.5,0.5,0.3499052
0.8500000000000001,0.5,0.55,0.3661272
0.8500000000000001,0.5,0.6000000000000001,0.38195
0.8500000000000001,0.5,0.65,0.3946496
0.8500000000000001,0.5,0.7000000000000001,0.4064272
0.8500000000000001,0.5,0.75,0.417322
0.8500000000000001,0.5,0.8,0.42684880000000003
0.8500000000000001,0.5,0.8500000000000001,0.43513720000000006
0.8500000000000001,0.5,0.9,0.443776
0.8500000000000001,0.5,0.9500000000000001,0.4517132
0.9,0.5,0.0,0.0
0.9,0.5,0.05,0.0
0.9,0.5,0.1,0.0876452
0.9,0.5,0.15000000000000002,0.1389192
0.9,0.5,0.2,0.1861492
0.9,0.5,0.25,0.2259688
0.9,0.5,0.30000000000000004,0.261312
0.9,0.5,0.35000000000000003,0.2911324
0.9,0.5,0.4,0.316988
0.9,0.5,0.45,0.3387792
0.9,0.5,0.5,0.3581296
0.9,0.5,0.55,0.37442800000000004
0.9,0.5,0.6000000000000001,0.38946640000000005
0.9,0.5,0.65,0.4029232
0.9,0.5,0.7000000000000001,0.4146996
0.9,0.5,0.75,0.4262224
0.9,0.5,0.8,0.4356836
0.9,0.5,0.8500000000000001,0.44483599999999995
0.9,0.5,0.9,0.4529984
0.9,0.5,0.9500000000000001,0.4607152
0.9500000000000001,0.5,0.0,0.0
0.9500000000000001,0.5,0.05,0.0
0.9500000000000001,0.5,0.1,0.0908848
0.9500000000000001,0.5,0.15000000000000002,0.14310319999999999
0.9500000000000001,0.5,0.2,0.19046400000000002
0.9500000000000001,0.5,0.25,0.2316172
0.9500000000000001,0.5,0.30000000000000004,0.2663784
0.9500000000000001,0.5,0.35000000000000003,0.2975896
0.9500000000000001,0.5,0.4,0.3229924
0.9500000000000001,0.5,0.45,0.3455704
0.9500000000000001,0.5,0.5,0.364252
0.9500000000000001,0.5,0.55,0.3827272
0.9500000000000001,0.5,0.6000000000000001,0.3968868
0.9500000000000001,0.5,0.65,0.4108864
0.9500000000000001,0.5,0.7000000000000001,0.4234144
0.9500000000000001,0.5,0.75,0.43412439999999997
0.9500000000000001,0.5,0.8,0.4433
0.9500000000000001,0.5,0.8500000000000001,0.4533532
0.9500000000000001,0.5,0.9,0.46197439999999995
0.9500000000000001,0.5,0.9500000000000001,0.4689236
